Date,Team,Acquired,Relinquished,Notes
2021-05-15,Los Angeles Lakers,Alex Caruso,,activated from IL
2021-05-15,New York Knicks,Derrick Rose,,activated from IL
2021-05-15,Charlotte Hornets,Miles Bridges,,activated from IL
2021-05-15,Miami Heat,,Omer Yurtseven,placed on IL with NBA health and safety protocols
2021-05-15,Chicago Bulls,Adam Mokoka,,activated from IL
2021-05-15,Chicago Bulls,,Zach LaVine,placed on IL with right knee injury (out for season)
2021-05-15,Chicago Bulls,,Tomas Satoransky,placed on IL with sprained left ankle (out for season)
2021-05-15,Portland Trailblazers,Nassir Little,,activated from IL
2021-05-16,Atlanta Hawks,,Clint Capela,placed on IL with left Achilles injury
2021-05-16,Atlanta Hawks,,Danilo Gallinari,placed on IL with sore lower back
2021-05-16,Atlanta Hawks,Tony Snell,,activated from IL
2021-05-16,Los Angeles Lakers,Jared Dudley,,activated from IL
2021-05-16,Detroit Pistons,,Deividas Sirvydis,placed on IL with tibia injury (out for season)
2021-05-16,Indiana Pacers,,Aaron Holiday,placed on IL with right big toe injury (out for season)
2021-05-16,Atlanta Hawks,,Brandon Goodwin,placed on IL with respiratory condition (out for season)
2021-05-16,San Antonio Spurs,,DaQuan Jeffries,placed on IL with NBA health and safety protocols (out for season)
2021-05-16,Washington Wizards,Bradley Beal,,activated from IL
2021-05-16,Denver Nuggets,Aaron Gordon,,activated from IL
2021-05-16,Memphis Grizzlies,Jaren Jackson,,activated from IL
2021-05-16,Los Angeles Clippers,Patrick Beverley,,activated from IL
2021-05-16,Memphis Grizzlies,Ja Morant,,activated from IL
2021-05-16,Los Angeles Clippers,Reggie Jackson,,activated from IL
2021-05-16,Cleveland Cavaliers,,Isaiah Hartenstein,placed on IL with concussion (out for season)
2021-05-16,Milwaukee Bucks,,Khris Middleton,placed on IL with sore left ankle
2021-05-16,Philadelphia 76ers,,Tobias Harris,placed on IL with right knee injury
2021-05-16,Philadelphia 76ers,,Seth Curry,placed on IL with hip injury
2021-05-16,Philadelphia 76ers,,Joel Embiid,placed on IL with illness
2021-05-16,Philadelphia 76ers,,Danny Green,placed on IL with left hip injury
2021-05-16,Philadelphia 76ers,,Ben Simmons,placed on IL with back injury
2021-05-16,Atlanta Hawks,,Bogdan Bogdanovic,placed on IL with left hamstring injury
2021-05-18,Indiana Pacers,,Caris LeVert,placed on IL with NBA health and safety protocols (out for season)
2021-05-18,Charlotte Hornets,Gordon Hayward,,activated from IL
2021-05-18,Charlotte Hornets,Cody Martin,,activated from IL
2021-05-18,Boston Celtics,Robert Williams,,activated from IL
2021-05-18,Milwaukee Bucks,,Thanasis Antetokounmpo,placed on IL with right knee injury
2021-05-18,Boston Celtics,Kemba Walker,,activated from IL
2021-05-22,Milwaukee Bucks,,Justin Jackson,placed on IL
2021-05-22,Milwaukee Bucks,Axel Toupane,,activated from IL
2021-05-22,Milwaukee Bucks,Khris Middleton,,activated from IL
2021-05-22,Los Angeles Clippers,Amir Coffey,,activated from IL
2021-05-22,Miami Heat,Omer Yurtseven,,activated from IL
2021-05-22,Nets,Joe Harris,,activated from IL
2021-05-23,Atlanta Hawks,Bogdan Bogdanovic,,activated from IL
2021-05-23,Atlanta Hawks,Danilo Gallinari,,activated from IL
2021-05-23,Atlanta Hawks,Clint Capela,,activated from IL
2021-05-23,Philadelphia 76ers,Tobias Harris,,activated from IL
2021-05-23,Phoenix Suns,Cameron Johnson,,activated from IL
2021-05-23,Philadelphia 76ers,Matisse Thybulle,,activated from IL
2021-05-23,Philadelphia 76ers,Joel Embiid,,activated from IL
2021-05-23,Philadelphia 76ers,Danny Green,,activated from IL
2021-05-23,Philadelphia 76ers,Ben Simmons,,activated from IL
2021-05-23,Philadelphia 76ers,Seth Curry,,activated from IL
2021-05-23,Phoenix Suns,Deandre Ayton,,activated from IL
2021-05-26,Utah Jazz,Donovan Mitchell,,activated from IL
2021-05-27,Nets,,Jeff Green,placed on IL with left foot injury
2021-05-28,Milwaukee Bucks,,Donte DiVincenzo,placed on IL with left ankle injury (out for season)
2021-05-28,Los Angeles Clippers,,Serge Ibaka,placed on IL with back spasms (out for season)
2021-05-29,Milwaukee Bucks,Justin Jackson,,activated from IL
2021-05-30,Boston Celtics,,Kemba Walker,placed on IL with bone bruise in left knee (out for season)
2021-05-30,Boston Celtics,,Robert Williams,placed on IL with sprained left ankle (out for season)
2021-05-30,Los Angeles Lakers,,Kentavious Caldwell-Pope,placed on IL with bruised left knee
2021-06-01,Washington Wizards,,Davis Bertans,placed on IL with strained right calf (out for season)
2021-06-01,Los Angeles Lakers,Kentavious Caldwell-Pope,,activated from IL
2021-06-02,Philadelphia 76ers,,Joel Embiid,placed on IL with torn meniscus in right knee
2021-06-02,Phoenix Suns,,Ty-Shon Alexander,placed on IL with illness
2021-06-05,Milwaukee Bucks,,Justin Jackson,placed on IL
2021-06-05,Milwaukee Bucks,Thanasis Antetokounmpo,,activated from IL
2021-06-05,Atlanta Hawks,,Kris Dunn,placed on IL with illness
2021-06-06,Nets,,James Harden,placed on IL with tightness in right hamstring
2021-06-06,Philadelphia 76ers,Joel Embiid,,activated from IL
2021-06-07,Phoenix Suns,Ty-Shon Alexander,,activated from IL
2021-06-07,Milwaukee Bucks,Justin Jackson,,activated from IL
2021-06-07,Milwaukee Bucks,,Jordan Nwora,placed on IL with left thigh injury
2021-06-08,Utah Jazz,,Mike Conley,placed on IL with strained right hamstring
2021-06-08,Utah Jazz,Elijah Hughes,,activated from IL
2021-06-09,Milwaukee Bucks,,Sam Merrill,placed on IL with sprained right ankle
2021-06-09,Atlanta Hawks,,DeAndre Hunter,placed on IL with surgery on right knee (out for season)
2021-06-09,Denver Nuggets,Will Barton,,activated from IL
2021-06-10,Atlanta Hawks,Kris Dunn,,activated from IL
2021-06-10,Utah Jazz,,Elijah Hughes,placed on IL
2021-06-12,Utah Jazz,Elijah Hughes,,activated from IL
2021-06-12,Philadelphia 76ers,,Danny Green,placed on IL with strained right calf (out for season)
2021-06-13,Milwaukee Bucks,Sam Merrill,,activated from IL
2021-06-13,Nets,Jeff Green,,activated from IL
2021-06-14,Nets,,Kyrie Irving,placed on IL with sprained right ankle (out for season)
2021-06-15,Nets,James Harden,,activated from IL
2021-06-16,Los Angeles Clippers,,Kawhi Leonard,placed on IL with sprained right knee (out for season)
2021-06-16,Utah Jazz,,Elijah Hughes,placed on IL with illness (out for season)
2021-06-16,Phoenix Suns,,Chris Paul,placed on IL with COVID-19 protocols
2021-06-18,Utah Jazz,Mike Conley,,activated from IL
2021-06-23,Milwaukee Bucks,,Justin Jackson,placed on IL with sprained right ankle
2021-06-23,Milwaukee Bucks,Jordan Nwora,,activated from IL
2021-06-23,Atlanta Hawks,Cam Reddish,,activated from IL
2021-06-24,Phoenix Suns,Chris Paul,,activated from IL
2021-06-25,Milwaukee Bucks,Justin Jackson,,activated from IL
2021-06-25,Phoenix Suns,Abdel Nader,,activated from IL
2021-06-28,Los Angeles Clippers,,Ivica Zubac,placed on IL with sprained MCL in right knee (out for season)
2021-06-30,Phoenix Suns,,Cameron Johnson,placed on IL with illness
2021-07-01,Milwaukee Bucks,,Giannis Antetokounmpo,placed on IL with hyperextended left knee
2021-07-03,Phoenix Suns,Cameron Johnson,,activated from IL
2021-07-06,Milwaukee Bucks,Giannis Antetokounmpo,,activated from IL
2021-07-07,Phoenix Suns,,Dario Saric,placed on IL with torn ACL in right knee (out for season)
2021-07-14,Milwaukee Bucks,,Sam Merrill,placed on IL with sprained right ankle
2021-07-17,Milwaukee Bucks,,Thanasis Antetokounmpo,placed on IL with COVID-19 (out for season)
2021-07-20,Milwaukee Bucks,Sam Merrill,,activated from IL
2021-10-18,Golden State Warriors,,Klay Thompson,placed on IL with recovering from surgery to repair torn right Achilles tendon
2021-10-18,Golden State Warriors,,James Wiseman,placed on IL with recovering from surgery on right knee to repair torn meniscus (out for season)
2021-10-18,Los Angeles Lakers,,Trevor Ariza,placed on IL recovering from surgery on right ankle
2021-10-18,Los Angeles Lakers,,Talen Horton-Tucker,placed on IL with surgery on right thumb
2021-10-18,Milwaukee Bucks,,Rodney Hood,placed on IL with sore right foot
2021-10-18,Milwaukee Bucks,,Donte DiVincenzo,placed on IL with recovering from surgery on left ankle
2021-10-18,Milwaukee Bucks,,Bobby Portis,placed on IL with strained left hamstring
2021-10-18,Milwaukee Bucks,,Semi Ojeleye,placed on IL with strained left calf
2021-10-19,Denver Nuggets,,Jamal Murray,placed on IL with recovering from surgery on left knee to repair torn ACL (out for season)
2021-10-19,San Antonio Spurs,,Zach Collins,placed on IL with left ankle injury
2021-10-19,San Antonio Spurs,,Devontae Cacok,placed on IL
2021-10-19,Toronto Raptors,,Yuta Watanabe,placed on IL with strained left calf
2021-10-19,Toronto Raptors,,Pascal Siakam,placed on IL recovering from surgery on left shoulder
2021-10-19,Detroit Pistons,,Isaiah Livers,placed on IL recovering from surgery on right foot
2021-10-19,Detroit Pistons,,Cade Cunningham,placed on IL with sprained right ankle
2021-10-19,New Orleans Pelicans,,Zion Williamson,placed on IL with fractured right foot (out for season)
2021-10-19,Indiana Pacers,,TJ Warren,placed on IL with recovering from surgery on left foot to repair stress fracture (out for season)
2021-10-19,Indiana Pacers,,Kelan Martin,placed on IL with strained left hamstring
2021-10-19,Indiana Pacers,,Caris LeVert,placed on IL with sore lower back
2021-10-19,Nets,,DayRon Sharpe,placed on IL with toe injury
2021-10-19,Los Angeles Lakers,,Kendrick Nunn,placed on IL with sprained right ankle
2021-10-19,Orlando Magic,,Markelle Fultz,placed on IL with recovering from surgery on left knee to repair torn ACL
2021-10-19,Philadelphia 76ers,,Grant Riller,placed on IL with surgery on left knee
2021-10-19,Philadelphia 76ers,,Shake Milton,placed on IL with sprained right ankle
2021-10-19,Portland Trailblazers,,Tony Snell,placed on IL with sprained right foot
2021-10-19,Cleveland Cavaliers,,Dylan Windler,placed on IL with strained right hip
2021-10-19,Boston Celtics,,Al Horford,placed on IL with NBA health and safety protocols
2021-10-19,Chicago Bulls,,Coby White,placed on IL with surgery on left shoulder
2021-10-19,Utah Jazz,,Rudy Gay,placed on IL with right heel injury
2021-10-19,Orlando Magic,,Michael Carter-Williams,placed on IL with left ankle injury
2021-10-19,Orlando Magic,,ETwaun Moore,placed on IL with sprained left knee
2021-10-19,Orlando Magic,,Jonathan Isaac,placed on IL recovering from surgery on left knee to repair torn ACL (out for season)
2021-10-19,Memphis Grizzlies,,Dillon Brooks,placed on IL with fractured left hand
2021-10-20,Sacramento Kings,,Neemias Queta,placed on IL
2021-10-20,Washington Wizards,,Cassius Winston,placed on IL
2021-10-20,Houston Rockets,,Garrison Mathews,placed on IL
2021-10-20,Indiana Pacers,,DeJon Jarreau,placed on IL
2021-10-20,New York Knicks,,Nerlens Noel,placed on IL with sore left knee
2021-10-20,Sacramento Kings,,Louis King,placed on IL
2021-10-20,Portland Trailblazers,,Trendon Watford,placed on IL
2021-10-20,Charlotte Hornets,,Scottie Lewis,placed on IL
2021-10-20,Memphis Grizzlies,,Yves Pons,placed on IL
2021-10-20,Los Angeles Clippers,,Keon Johnson,placed on IL with illness
2021-10-20,Boston Celtics,,Josh Richardson,placed on IL with migraine headache
2021-10-20,Portland Trailblazers,,Keljin Blevins,placed on IL
2021-10-20,Charlotte Hornets,,Terry Rozier,placed on IL with sprained left ankle
2021-10-21,Dallas Mavericks,,Eugene Omoruyi,placed on IL
2021-10-21,Nets,DayRon Sharpe,,activated from IL
2021-10-21,Los Angeles Lakers,,Kendrick Nunn,placed on IL with right knee injury (out for season)
2021-10-21,Dallas Mavericks,,JaQuori McLaughlin,placed on IL
2021-10-21,Atlanta Hawks,,Onyeka Okongwu,placed on IL with right shoulder injury
2021-10-21,Los Angeles Clippers,,Kawhi Leonard,placed on IL with right knee injury (out for season)
2021-10-21,Los Angeles Clippers,,Jason Preston,placed on IL with right foot injury (out for season)
2021-10-21,Miami Heat,,Victor Oladipo,placed on IL with right knee injury
2021-10-22,Indiana Pacers,DeJon Jarreau,,activated from IL
2021-10-22,Nets,,Kessler Edwards,placed on IL
2021-10-22,Nets,,David Duke,placed on IL
2021-10-22,Los Angeles Lakers,,Sekou Doumbouya,placed on IL
2021-10-22,Sacramento Kings,Louis King,,activated from IL
2021-10-22,Sacramento Kings,,Robert Woodard,placed on IL
2021-10-22,Denver Nuggets,,Vlatko Cancar,placed on IL with strained left hip
2021-10-22,Charlotte Hornets,Terry Rozier,,activated from IL
2021-10-22,Boston Celtics,Josh Richardson,,activated from IL
2021-10-22,Boston Celtics,Al Horford,,activated from IL
2021-10-22,Boston Celtics,,Sam Hauser,placed on IL
2021-10-22,Boston Celtics,,Brodric Thomas,placed on IL
2021-10-22,Cleveland Cavaliers,,Darius Garland,placed on IL with sprained left ankle
2021-10-22,Utah Jazz,,Malik Fitts,placed on IL
2021-10-23,Milwaukee Bucks,,Brook Lopez,placed on IL with sore back
2021-10-23,Milwaukee Bucks,Rodney Hood,,activated from IL
2021-10-23,Indiana Pacers,,DeJon Jarreau,placed on IL
2021-10-23,Minnesota Timberwolves,,McKinley Wright,placed on IL
2021-10-24,Golden State Warriors,,Andre Iguodala,placed on IL with sore left hip
2021-10-24,Sacramento Kings,Robert Woodard,,activated from IL
2021-10-24,Sacramento Kings,,Louis King,placed on IL
2021-10-24,Portland Trailblazers,,Norman Powell,placed on IL with patella tendinopathy in left knee
2021-10-24,Boston Celtics,,Romeo Langford,placed on IL with left calf injury
2021-10-24,Boston Celtics,,Jaylen Brown,placed on IL with patella tendinopathy in left knee
2021-10-24,Charlotte Hornets,,Terry Rozier,placed on IL with sprained right ankle
2021-10-25,Charlotte Hornets,,PJ Washington,placed on IL with sprained right knee
2021-10-25,Miami Heat,,Caleb Martin,placed on IL
2021-10-25,Atlanta Hawks,,DeAndre Hunter,placed on IL with illness
2021-10-25,Los Angeles Clippers,,Marcus Morris,placed on IL with sore left knee
2021-10-25,Boston Celtics,Jaylen Brown,,activated from IL
2021-10-25,Cleveland Cavaliers,Dylan Windler,,activated from IL
2021-10-25,Cleveland Cavaliers,Darius Garland,,activated from IL
2021-10-25,Cleveland Cavaliers,,Ruben Nembhard,placed on IL
2021-10-25,Chicago Bulls,,Marko Simonovic,placed on IL
2021-10-25,Boston Celtics,,Al Horford,placed on IL with strained left adductor
2021-10-26,Philadelphia 76ers,,Aaron Henry,placed on IL
2021-10-26,Philadelphia 76ers,,Jaden Springer,placed on IL
2021-10-26,Utah Jazz,Malik Fitts,,activated from IL
2021-10-26,Oklahoma City Thunder,,Derrick Favors,placed on IL
2021-10-26,Golden State Warriors,Andre Iguodala,,activated from IL
2021-10-27,Oklahoma City Thunder,Derrick Favors,,activated from IL
2021-10-27,Oklahoma City Thunder,,Mike Muscala,placed on IL
2021-10-27,San Antonio Spurs,,Doug McDermott,placed on IL with right knee inflammation
2021-10-27,Houston Rockets,,Danuel House,placed on IL with sprained right foot
2021-10-27,Nets,,Nicolas Claxton,placed on IL with illness
2021-10-27,Charlotte Hornets,,Vernon Carey,placed on IL
2021-10-27,Miami Heat,Caleb Martin,,activated from IL
2021-10-27,Sacramento Kings,,Robert Woodard,placed on IL
2021-10-27,Atlanta Hawks,DeAndre Hunter,,activated from IL
2021-10-27,Atlanta Hawks,,Louis Williams,placed on IL with sore right ankle
2021-10-27,Boston Celtics,Al Horford,,activated from IL
2021-10-27,Cleveland Cavaliers,,Isaac Okoro,placed on IL with strained left hamstring
2021-10-27,Milwaukee Bucks,Semi Ojeleye,,activated from IL
2021-10-27,Milwaukee Bucks,Bobby Portis,,activated from IL
2021-10-27,Miami Heat,,Marcus Garrett,placed on IL
2021-10-28,Washington Wizards,,Spencer Dinwiddie,placed on IL
2021-10-28,Washington Wizards,,Daniel Gafford,placed on IL with bruised right quadriceps
2021-10-28,Indiana Pacers,,Malcolm Brogdon,placed on IL with sore/strained left hamstring
2021-10-28,Dallas Mavericks,JaQuori McLaughlin,,activated from IL
2021-10-28,Dallas Mavericks,,Kristaps Porzingis,placed on IL with tightness in lower back
2021-10-28,Dallas Mavericks,,Sterling Brown,placed on IL with sprained left ankle
2021-10-28,Atlanta Hawks,Louis Williams,,activated from IL
2021-10-28,Philadelphia 76ers,Shake Milton,,activated from IL
2021-10-28,Dallas Mavericks,Eugene Omoruyi,,activated from IL
2021-10-29,Dallas Mavericks,,JaQuori McLaughlin,placed on IL
2021-10-29,Indiana Pacers,DeJon Jarreau,,activated from IL
2021-10-29,Indiana Pacers,,Isaiah Jackson,placed on IL with hyperextended left knee
2021-10-29,Utah Jazz,,Mike Conley,placed on IL with right knee injury
2021-10-29,Los Angeles Clippers,,Brandon Boston,placed on IL
2021-10-29,Miami Heat,,Caleb Martin,placed on IL
2021-10-29,Charlotte Hornets,PJ Washington,,activated from IL
2021-10-29,Chicago Bulls,,Patrick Williams,placed on IL with surgery on left wrist to repair dislocation
2021-10-29,Portland Trailblazers,Norman Powell,,activated from IL
2021-10-30,Golden State Warriors,,Damion Lee,placed on IL with right shoulder injury
2021-10-30,Oklahoma City Thunder,Mike Muscala,,activated from IL
2021-10-30,Detroit Pistons,Cade Cunningham,,activated from IL
2021-10-30,New Orleans Pelicans,,Daulton Hommes,placed on IL with right fibula injury
2021-10-30,New Orleans Pelicans,,Brandon Ingram,placed on IL with bruised right hip
2021-10-30,Indiana Pacers,Caris LeVert,,activated from IL
2021-10-30,Washington Wizards,Spencer Dinwiddie,,activated from IL
